,Titre,song_id,Artiste (features),Album,album_id,Date de sortie,Artiste,Lyrics
5,Love song,4196743,Lana Del Rey,Norman Fucking Rockwell!,459810,"{'year': 2019, 'month': 8, 'day': 30}",Lana Del Rey,"[Verse 1]
In the car, in the car, in the backseat, I'm your baby
We go fast, we go so fast, we don’t move
I believe in a place you take me
Make you real proud of your baby
In your car, I'm a star and I'm burnin’ through you
In your car, I'm a star and I'm burnin' through you

[Chorus]
Oh, be my once in a lifetime
Lyin' on your chest in my party dress
I'm a fuckin' mess, but I
Oh, thanks for the high life
Baby, it's the best, passed the test and yes
Now I’m here with you, and I
Would like to think that you would stick around
You know that I’d just die to make you proud
The taste, the touch, the way we love
It all comes down to make the sound of our love song

[Verse 2]
Dream a dream, here's a scene
Touch me anywhere ’cause I'm your baby
Grab my waist, don't waste any part
I believe that you see me for who I am
So spill my clothes on the floor of your new car
Is it safe, is it safe to just be who we are?
Is it safe, is it safe to just be who we are?
[Chorus]
Oh, be my once in a lifetime
Lyin' on your chest in my party dress
I’m a fuckin' mess, but I
Oh, thanks for the high life
Baby, it's the best, passed the test and yes
Now I'm here with you, and I
Would like to think that you would stick around
You know that I'd just die to make you proud
The taste, the touch, the way we love
It all comes down to make the sound of our love song
The taste, the touch, the way we love
It all comes down to make the sound of our love song58EmbedShare URLCopyEmbedCopy"
6,Cinnamon Girl,4016817,Lana Del Rey,Norman Fucking Rockwell!,459810,"{'year': 2019, 'month': 8, 'day': 30}",Lana Del Rey,"[Verse 1]
Cinnamon in my teeth
From your kiss, you're touching me
All the pills that you take
Violet, blue, green, red to keep me at arm's length don't work
You try to push me out, but I just find my way back in
Violet, blue, green, red to keep me out, I win

[Chorus]
There's things I wanna say to you, but I'll just let you live
Like if you hold me without hurting me
You'll be the first who ever did
There's things I wanna talk about, but better not to give
But if you hold me without hurting me
You'll be the first who ever did

[Post-Chorus]
Ah, ah, ah, ah, ah, ah
Hold me, love me, touch me, honey
Be the first who ever did
Ah, ah, ah, ah, ah, ah
Hold me, love me, touch me, honey
Be the first who ever did

[Verse 2]
Kerosene in my hands
You make me mad, on fire again
All the pills that you take
Violet, blue, green, red to keep me at arm's length don't work
[Chorus]
There's things I wanna say to you, but I'll just let you live
Like if you hold me without hurting me
You'll be the first who ever did
There's things I wanna talk about, but better not to give
But if you hold me without hurting me
You'll be the first who ever did

[Post-Chorus]
Ah, ah, ah, ah, ah, ah
Hold me, love me, touch me, honey
Be the first who ever did
Ah, ah, ah, ah, ah, ah
Hold me, love me, touch me, honey
Be the first who ever did

[Chorus]
There's things I wanna say to you, but I'll just let you live
Like if you hold me without hurting me
You'll be the first who ever did
There's things I wanna talk about, but better not to give
Like if you hold me without hurting me
You'll be the first who ever did79EmbedShare URLCopyEmbedCopy"
7,How to disappear,4000569,Lana Del Rey,Norman Fucking Rockwell!,459810,"{'year': 2019, 'month': 8, 'day': 30}",Lana Del Rey,"[Verse 1]
John met me down on the boulevard
Cry on his shoulder 'cause life is hard
The waves came in over my head
What you been up to, my baby?
Haven't seen you 'round here lately
All of the guys tell me lies, but you don't
You just crack another beer
And pretend that you're still here

[Chorus]
This is how to disappear
This is how to disappear

[Verse 2]
Joe met me down at the training yard
Cuts on his face 'cause he fought too hard
I know he's in over his head
But I love that man like nobody can
He moves mountains and pounds them to ground again
I watched the guys getting high as they fight
For the things that they hold dear
To forget the things they fear

[Chorus]
This is how to disappear
This is how to disappear
[Guitar Solo]

[Verse 3]
Now it's been years since I left New York
I've got a kid and two cats in the yard
The California sun and the movie stars
I watch the skies getting light as I write
As I think about those years
As I whisper in your ear

[Outro]
I'm always going to be right here
No one's going anywhere47EmbedShare URLCopyEmbedCopy"
8,California,4740446,Lana Del Rey,Norman Fucking Rockwell!,459810,"{'year': 2019, 'month': 8, 'day': 30}",Lana Del Rey,"[Intro]
(One, two, three, four)

[Verse 1]
You don't ever have to be stronger than you really are
When you're lying in my arms, baby
You don't ever have to go faster than your fastest pace
Or faster than my fastest cars

[Pre-Chorus]
I shouldn't have done it, but I read it in your letter
You said to a friend that you wish you were doing better
I wanted to reach out, but I never said a thing
I shouldn't have done it, but I read it in your letter
You said to a friend that you wish you were doing better
I wanted to call you, but I didn't say a thing
(Two, three, four)

[Chorus]
Oh, I'll pick you up
If you come back to America, just hit me up
'Cause this is crazy love, I'll catch you on the flip side
If you come back to California, you should just hit me up
We'll do whatever you want, travel wherever how far
We'll hit up all the old places
We'll have a party, we'll dance 'til dawn
I'll pick up all of your Vogues and all of your Rolling Stones
Your favorite liquor off the top shelf
I'll throw a party all night long
[Verse 2]
You don't ever have to be stronger than you really are
When you're lying in my arms, and, honey
You don't ever have to act cooler than you think you should
You're brighter than the brightest stars

[Pre-Chorus]
You're scared to win, scared to lose
I've heard the war was over if you really choose
The one in and around you
You hate the heat, you got the blues
Changing like the weather, oh, that's so like you
The Santa Ana moves you
(Two, three, four)

[Chorus]
Oh, I'll pick you up
If you come back to America, just hit me up
'Cause this is crazy love, I'll catch you on the flip side
If you come back to California, you should just hit me up
We'll do whatever you want, travel wherever how far
We'll hit up all the old places
We'll have a party, we'll dance 'til dawn
I'll pick up all of your Vogues and all of your Rolling Stones
Your favorite liquor off the top shelf
I'll throw a party all night long
[Outro]
Oh, I'll pick you up
If you come back to America, just hit me up
'Cause this is crazy love, I'll catch you on the flip side
If you come back to California, you should just hit me up51EmbedShare URLCopyEmbedCopy"
9,The Next Best American Record,4760013,Lana Del Rey,Norman Fucking Rockwell!,459810,"{'year': 2019, 'month': 8, 'day': 30}",Lana Del Rey,"[Verse 1]
My baby used to dance underneath my architecture
To the Houses of the Holy, smokin' on them cigarettes
My baby used to dance underneath my architecture
He was cool as heck
He was cool as heck

[Pre-Chorus]
And we were so obsessed with writing the next best American record
That we gave all we had ’til the time we got to bed
'Cause we knew we could
We were so obsessed with writing the next best American record
'Cause we were just that good
It was just that good

[Chorus]
Whatever’s on tonight‚ I just wanna party with you
Topanga's hot tonight‚ I'm taking off my bathing suit
You make me feel like
There's something that I never knew I wanted

[Verse 2]
My baby used to dance underneath my architecture
He was '70s in spirit‚ '90s in his frame of mind
My baby used to dance underneath my architecture
We lost track of space
We lost track of time
[Pre-Chorus]
And we were so obsessed with writing the next best American record
That we gave all we had 'til the time we got to bed
'Cause we knew we could
We were so obsessed with writing the next best American record
’Cause we were just that good
It was just that good

[Chorus]
Whatever’s on tonight, I just wanna party with you
Topanga's hot tonight, I’m taking off my bathing suit
You make me feel like
There's something that I never knew I wanted
We play the Eagles down in Malibu and I want it

[Bridge]
It's you‚ all the roads lead to you
Everything I want and do, all the things that I say
It's true, all the roads lead to you
Like the 405 I drive through
Every night and every day
I see you for who you really are
Why the thousands of girls love
The way Bill plays guitar

[Chorus]
Whatever’s on tonight‚ I just wanna party with you
Topanga's hot tonight, I'm taking off my bathing suit
You make me feel like
There's something that I never knew I wanted
We play the Eagles down in Malibu and I want it
There's something that I never knew I wanted40EmbedShare URLCopyEmbedCopy"
10,The greatest,4730849,Lana Del Rey,Norman Fucking Rockwell!,459810,"{'year': 2019, 'month': 8, 'day': 30}",Lana Del Rey,"[Verse 1]
I miss Long Beach and I miss you, babe
I miss dancing with you the most of all
I miss the bar where the Beach Boys would go
Dennis' last stop before Kokomo

[Pre-Chorus]
Those nights were on fire
We couldn't get higher
We didn't know that we had it all
But nobody warns you before the fall

[Chorus]
And I'm wasted
Don't leave‚ I just need a wake-up call
I'm facing the greatest
The greatest loss of them all
The culture is lit and I had a ball
I guess I'm signing off after all

[Guitar Solo]

[Verse 2]
I miss New York and I miss the music
Me and my friends‚ we miss rock 'n' roll
I want shit to feel just like it used to
When‚ baby, I was doing nothin' the most of all
[Pre-Chorus]
The culture is lit, and if this is it‚ I had a ball
I guess that I'm burned out after all

[Chorus]
I'm wasted
Don't leave, I just need a wake-up call
I'm facing the greatest
The greatest loss of them all
The culture is lit and I had a ball
I guess that I'm burned out after all

[Outro]
If this is it, I'm signing off
Miss doing nothin' the most of all
Hawaii just missed that fireball
L.A. is in flames‚ it's getting hot
Kanye West is blond and gone
""Life on Mars?"" ain't just a song
I hope the live stream's almost on61EmbedShare URLCopyEmbedCopy"
11,Bartender,3477802,Lana Del Rey,Norman Fucking Rockwell!,459810,"{'year': 2019, 'month': 8, 'day': 30}",Lana Del Rey,"[Verse 1]
All the ladies of the canyon
Wearing black to their house parties
Crosby, Stills and Nash is playing
Wine is flowing with Bacardi

[Pre-Chorus 1]
But sometimes, girls just want to have fun
The poetry inside of me is warm like a gun

[Chorus]
I bought me a truck in the middle of the night
It'll buy me a year if I play my cards right
Photo-free exits from baby's bedside
'Cause they don't yet know what car I drive
I'm just tryna keep my love alive
With my bartender, hold me all night
Bartender, our love's alive
Baby, remember, I'm not drinking wine
But that Cherry Coke you serve is fine
And our love's sweet enough on the vine
Bartender, bar-t-t-tender

[Verse 2]
All the ladies of the canyon
Wearing white for their tea parties
Playing games of levitation
Meditating in the garden
[Pre-Chorus 2]
And I love the little games that we play
From the valley to the beach
And when at last the day is done, I grab my keys

[Chorus]
I bought me a truck in the middle of the night
It'll buy me a year if I play my cards right
Photo-free exits from baby's bedside
'Cause they don't yet know what car I drive
I'm just tryna keep my love alive
With my bartender, hold me all night
Bartender, our love's alive
Baby, remember, I'm not drinking wine
But that Cherry Coke you serve is fine
And our love's sweet enough on the vine
Bar-t-t-tender, bar-t-t-tender, bar-t-t-tender
Ha, ha, ha, ha

[Outro]
I bought me a truck in the middle of the night
60 MPH on PCH drive
Here to Long Beach to Newport by your side
As they don't yet know where I reside
60 miles from the last place I hide
With my bar-t-t-tender, hold me all night
Bar-t-t-tender, keep love alive
Bar-t-t-tender25EmbedShare URLCopyEmbedCopy"
12,Happiness is a butterfly,3614853,Lana Del Rey,Norman Fucking Rockwell!,459810,"{'year': 2019, 'month': 8, 'day': 30}",Lana Del Rey,"[Verse 1]
Do you want me or do you not?
I heard one thing, now I'm hearing another
Dropped a pin to my parking spot
The bar was hot, it's 2 AM, it feels like summer

[Refrain 1]
Happiness is a butterfly
Try to catch it, like, every night
It escapes from my hands into moonlight
Every day is a lullaby
Hum it on the phone, like, every night
Sing it for my babies on the tour life, ah

[Pre-Chorus]
If he's a serial killer, then what's the worst
That can happen to a girl who's already hurt?
I'm already hurt
If he's as bad as they say, then I guess I'm cursed
Looking into his eyes, I think he's already hurt
He's already hurt

[Chorus]
I said, ""Don't be a jerk, don't call me a taxi""
Sitting in your sweatshirt, crying in the backseat, ooh
I just wanna dance with you
Hollywood and Vine, Black Rabbit in the alley
I just wanna hold you tight down the avenue
I just wanna dance with you
I just wanna dance with you
[Post-Chorus]
Baby, I just wanna dance (Dance)
With you (Dance)
Baby, I just wanna dance (Dance)
With you

[Verse 2]
Left the canyon, drove to the club
I was one thing, now I'm being another
Laurel down to Sunset in the truck
I'll pick you up if you're in town on the corner, ah

[Refrain 2]
Happiness is a butterfly
We should catch it while dancing
I lose myself in the music, baby
Every day is a lullaby
Try to catch it like lightning
I sing it into my music, I'm crazy

[Pre-Chorus]
If he's a serial killer, then what's the worst
That can happen to a girl who's already hurt?
I'm already hurt
If he's as bad as they say, then I guess I'm cursed
Looking into his eyes, I think he's already hurt
He's already hurt
[Chorus]
I said, ""Don't be a jerk, don't call me a taxi""
Sitting in your sweatshirt, crying in the backseat, ooh
I just wanna dance with you
Hollywood and Vine, Black Rabbit in the alley
I just wanna hold you tight down the avenue
I just wanna dance with you
I just wanna dance with you

[Post-Chorus]
Baby, I just wanna dance (Dance)
With you (Dance)
Baby, I just wanna dance (Dance)
With you67EmbedShare URLCopyEmbedCopy"
13,​hope is a dangerous thing for a woman like me to have - but i have it,3615920,Lana Del Rey,Norman Fucking Rockwell!,459810,"{'year': 2019, 'month': 8, 'day': 30}",Lana Del Rey,"[Verse 1]
I was reading Slim Aarons and I got to thinking that I thought
Maybe I'd get less stressed if I was tested less like
All of these debutantes
Smiling for miles in pink dresses and high heels on white yachts
But I'm not, baby, I'm not
No, I'm not, that, I'm not

[Chorus]
I've been tearing around in my fucking nightgown
24/7 Sylvia Plath
Writing in blood on my walls
'Cause the ink in my pen don't work in my notepad
Don't ask if I'm happy, you know that I'm not
But at best, I can say I'm not sad
'Cause hope is a dangerous thing for a woman like me to have
Hope is a dangerous thing for a woman like me to have

[Verse 2]
I had 15-year dances
Church basement romances, yeah, I've cried
Spilling my guts with the Bowery Bums
Is the only love I've ever known
Except for the stage, which I also call home, when I'm not
Servin' up God in a burnt coffee pot for the triad
Hello, it's the most famous woman you know on the iPad
Calling from beyond the grave, I just wanna say, ""Hi, Dad""
[Chorus]
I've been tearing up town in my fucking white gown
Like a goddamn near sociopath
Shaking my ass is the only thing that's
Got this black narcissist off my back
She couldn't care less, and I never cared more
So there's no more to say about that
Except hope is a dangerous thing for a woman like me to have
Hope is a dangerous thing for a woman with my past

[Bridge]
There's a new revolution, a loud evolution that I saw
Born of confusion and quiet collusion of which mostly I've known
A modern day woman with a weak constitution, 'cause I've got
Monsters still under my bed that I could never fight off
A gatekeeper carelessly dropping the keys on my nights off

[Chorus]
I've been tearing around in my fucking nightgown
24/7 Sylvia Plath
Writing in blood on your walls
'Cause the ink in my pen don't look good in my pad
They write that I'm happy, they know that I'm not
But at best, you can see I'm not sad
But hope is a dangerous thing for a woman like me to have
Hope is a dangerous thing for a woman like me to have
[Outro]
Hope is a dangerous thing for a woman like me to have
But I have it
Yeah, I have it
Yeah, I have it
I have137EmbedShare URLCopyEmbedCopy"
0,Love,2956717,Lana Del Rey,"Love / Lust For Life - 7"" Single",826938,"{'year': 2017, 'month': 9, 'day': 15}",Lana Del Rey,"[Verse 1]
Look at you, kids, with your vintage music
Comin' through satellites while cruisin'
You're part of the past, but now you're the future
Signals crossing can get confusin'

[Pre-Chorus]
It's enough just to make you feel crazy, crazy, crazy
Sometimes it's enough just to make you feel crazy

[Chorus]
You get ready, you get all dressed up
To go nowhere in particular
Back to work or the coffee shop
Doesn't matter 'cause it's enough
To be young and in love, ah, ah
To be young and in love, ah, ah

[Verse 2]
Look at you, kids, you know you're the coolest
The world is yours and you can't refuse it
Seen so much, you could get the blues, but
That don't mean that you should abuse it

[Pre-Chorus]
Though it's enough just to make you go crazy, crazy, crazy
I know, it's enough just to make you go crazy, crazy, crazy
[Chorus]
But you get ready, you get all dressed up
To go nowhere in particular
Back to work or the coffee shop
It don't matter because it's enough
To be young and in love, ah, ah
To be young and in love, ah, ah

[Bridge]
Hmm (Ah, ah)
Hmm (Ah, ah, ah, ah)
Hmm
Don't worry, baby
Hmm (Ah, ah)
Hmm (Ah, ah, ah, ah)
Hmm
Don't worry, baby

[Pre-Chorus]
And it's enough just to make me go crazy, crazy, crazy
It's enough just to make me go crazy, crazy, crazy

[Chorus]
I get ready, I get all dressed up
To go nowhere in particular
It doesn't matter if I'm not enough
For the future or the things to come
'Cause I'm young and in love, ah, ah
I'm young and in love, ah, ah, ah, ah
[Outro]
Hmm (Ah, ah)
Hmm (Ah, ah, ah, ah)
Hmm
Don't worry, baby
Hmm (Ah, ah)
Hmm (Ah, ah, ah, ah)
Hmm
Don't worry, baby194EmbedShare URLCopyEmbedCopy"
1,Lust for Life,3037651,Lana Del Rey (Ft. The Weeknd),"Love / Lust For Life - 7"" Single",826938,"{'year': 2017, 'month': 9, 'day': 15}",Lana Del Rey,"[Verse 1: Lana Del Rey]
Climb up the H of the Hollywood sign (Yeah)
In these stolen moments, the world is mine (Doo-wop, doo-wop)
There's nobody here, just us together (Sha-doop, sha-doop)
Keepin' me hot like July forever
'Cause we're the masters of our own fate
We're the captains of our own souls
There's no way for us to come late
'Cause, boy, we're gold, boy, we're gold
And I was like...

[Pre-Chorus: Lana Del Rey, The Weeknd]
Take off, take off, take off all your clothes
Take off, take off, take off all your clothes
Take off, take off, take off all of your clothes
They say only the good die young
That just ain't right
'Cause we're having too much fun
Too much fun tonight (Yeah)

[Chorus: Lana Del Rey, The Weeknd]
And a lust for life, and a lust for life
And a lust for life, and a lust for life
Keeps us alive, keeps us alive
Keeps us alive, keeps us alive
And a lust for life, and a lust for life
And a lust for life, and a lust for life
Keeps us alive, keeps us alive
Keeps us alive, keeps us alive
[Verse 2: Lana Del Rey, The Weeknd, Both]
(Then) We dance on the H of the Hollywood sign (Yeah)
'Til we run out of breath, gotta dance 'til we die (Doo-wop, doo-wop)
My boyfriend's back and he's cooler than ever (Sha-doop, sha-doop)
There's no more night, blue skies forever
'Cause we're the masters of our own fate
We're the captains of our own souls
So there's no need for us to hesitate
We're all alone, let's take control
And I was like…

[Pre-Chorus: The Weeknd, Lana Del Rey]
Take off, take off, take off all your clothes
Take off, take off, take off all your clothes
Take off, take off, take off all of your clothes
They say only the good die young
That just ain't right
'Cause we're havin' too much fun
Too much fun tonight (Yeah)

[Chorus: Lana Del Rey, The Weeknd]
And a lust for life, and a lust for life
And a lust for life, and a lust for life
Keeps us alive, keeps us alive
Keeps us alive, keeps us alive
And a lust for life, and a lust for life
And a lust for life, and a lust for life
Keeps us alive, keeps us alive
Keeps us alive, keeps us alive (Oh)
[Bridge: Lana Del Rey, The Weeknd]
My boyfriend's back and he's cooler than ever
There's no more night, blue skies forever
I told you twice in our love letter
There's no stopping now, green lights forever
And I was like…

[Pre-Chorus: Lana Del Rey]
Take off, take off, take off all your clothes
Take off, take off, take off all your clothes
Take off, take off, take off all of your clothes

[Chorus: Lana Del Rey, The Weeknd]
And a lust for life, and a lust for life
And a lust for life, and a lust for life
Keeps us alive, keeps us alive
Keeps us alive, keeps us alive
And a lust for life, and a lust for life
And a lust for life, and a lust for life
Keeps us alive, keeps us alive
Keeps us alive, keeps us alive (Oh)150EmbedShare URLCopyEmbedCopy"
0,Love,2956717,Lana Del Rey,Lust For Life,331260,"{'year': 2017, 'month': 7, 'day': 21}",Lana Del Rey,"[Verse 1]
Look at you, kids, with your vintage music
Comin' through satellites while cruisin'
You're part of the past, but now you're the future
Signals crossing can get confusin'

[Pre-Chorus]
It's enough just to make you feel crazy, crazy, crazy
Sometimes it's enough just to make you feel crazy

[Chorus]
You get ready, you get all dressed up
To go nowhere in particular
Back to work or the coffee shop
Doesn't matter 'cause it's enough
To be young and in love, ah, ah
To be young and in love, ah, ah

[Verse 2]
Look at you, kids, you know you're the coolest
The world is yours and you can't refuse it
Seen so much, you could get the blues, but
That don't mean that you should abuse it

[Pre-Chorus]
Though it's enough just to make you go crazy, crazy, crazy
I know, it's enough just to make you go crazy, crazy, crazy
[Chorus]
But you get ready, you get all dressed up
To go nowhere in particular
Back to work or the coffee shop
It don't matter because it's enough
To be young and in love, ah, ah
To be young and in love, ah, ah

[Bridge]
Hmm (Ah, ah)
Hmm (Ah, ah, ah, ah)
Hmm
Don't worry, baby
Hmm (Ah, ah)
Hmm (Ah, ah, ah, ah)
Hmm
Don't worry, baby

[Pre-Chorus]
And it's enough just to make me go crazy, crazy, crazy
It's enough just to make me go crazy, crazy, crazy

[Chorus]
I get ready, I get all dressed up
To go nowhere in particular
It doesn't matter if I'm not enough
For the future or the things to come
'Cause I'm young and in love, ah, ah
I'm young and in love, ah, ah, ah, ah
[Outro]
Hmm (Ah, ah)
Hmm (Ah, ah, ah, ah)
Hmm
Don't worry, baby
Hmm (Ah, ah)
Hmm (Ah, ah, ah, ah)
Hmm
Don't worry, baby194EmbedShare URLCopyEmbedCopy"
1,Lust for Life,3037651,Lana Del Rey (Ft. The Weeknd),Lust For Life,331260,"{'year': 2017, 'month': 7, 'day': 21}",Lana Del Rey,"[Verse 1: Lana Del Rey]
Climb up the H of the Hollywood sign (Yeah)
In these stolen moments, the world is mine (Doo-wop, doo-wop)
There's nobody here, just us together (Sha-doop, sha-doop)
Keepin' me hot like July forever
'Cause we're the masters of our own fate
We're the captains of our own souls
There's no way for us to come late
'Cause, boy, we're gold, boy, we're gold
And I was like...

[Pre-Chorus: Lana Del Rey, The Weeknd]
Take off, take off, take off all your clothes
Take off, take off, take off all your clothes
Take off, take off, take off all of your clothes
They say only the good die young
That just ain't right
'Cause we're having too much fun
Too much fun tonight (Yeah)

[Chorus: Lana Del Rey, The Weeknd]
And a lust for life, and a lust for life
And a lust for life, and a lust for life
Keeps us alive, keeps us alive
Keeps us alive, keeps us alive
And a lust for life, and a lust for life
And a lust for life, and a lust for life
Keeps us alive, keeps us alive
Keeps us alive, keeps us alive
[Verse 2: Lana Del Rey, The Weeknd, Both]
(Then) We dance on the H of the Hollywood sign (Yeah)
'Til we run out of breath, gotta dance 'til we die (Doo-wop, doo-wop)
My boyfriend's back and he's cooler than ever (Sha-doop, sha-doop)
There's no more night, blue skies forever
'Cause we're the masters of our own fate
We're the captains of our own souls
So there's no need for us to hesitate
We're all alone, let's take control
And I was like…

[Pre-Chorus: The Weeknd, Lana Del Rey]
Take off, take off, take off all your clothes
Take off, take off, take off all your clothes
Take off, take off, take off all of your clothes
They say only the good die young
That just ain't right
'Cause we're havin' too much fun
Too much fun tonight (Yeah)

[Chorus: Lana Del Rey, The Weeknd]
And a lust for life, and a lust for life
And a lust for life, and a lust for life
Keeps us alive, keeps us alive
Keeps us alive, keeps us alive
And a lust for life, and a lust for life
And a lust for life, and a lust for life
Keeps us alive, keeps us alive
Keeps us alive, keeps us alive (Oh)
[Bridge: Lana Del Rey, The Weeknd]
My boyfriend's back and he's cooler than ever
There's no more night, blue skies forever
I told you twice in our love letter
There's no stopping now, green lights forever
And I was like…

[Pre-Chorus: Lana Del Rey]
Take off, take off, take off all your clothes
Take off, take off, take off all your clothes
Take off, take off, take off all of your clothes

[Chorus: Lana Del Rey, The Weeknd]
And a lust for life, and a lust for life
And a lust for life, and a lust for life
Keeps us alive, keeps us alive
Keeps us alive, keeps us alive
And a lust for life, and a lust for life
And a lust for life, and a lust for life
Keeps us alive, keeps us alive
Keeps us alive, keeps us alive (Oh)150EmbedShare URLCopyEmbedCopy"
2,13 Beaches,3090522,Lana Del Rey,Lust For Life,331260,"{'year': 2017, 'month': 7, 'day': 21}",Lana Del Rey,"[Intro]
I don't belong in the world, that's what it is
Something separates me from other people
Everywhere I turn, there's something blocking my escape

[Verse 1]
It took thirteen beaches to find one empty
But finally, it's mine
With drippin' peaches, I'm camera-ready
Almost all the time

[Pre-Chorus]
But I still get lonely and, baby, only then
Do I let myself recline
Can I let go, and let your memory dance
In the ballroom of my mind?
Across the county line

[Chorus]
It hurts to love you, but I still love you
It's just the way I feel
And I'd be lyin' if I kept hidin'
The fact that I can't deal
And that I've been dyin' for somethin' real
That I've been dyin' for somethin' real
[Verse 2]
It took thirteen beaches to find one empty
But finally, I'm fine
Past Ventura and lenses plenty
In the white sunshine

[Pre-Chorus]
But you still can find me, if you ask nicely
Underneath the pines
With the daisies, feelin' hazy
In the ballroom of my mind
Across the county line

[Chorus]
It hurts to love you, but I still love you
It's just the way I feel
And I'd be lyin' if I kept hidin'
The fact that I can't deal
And that I've been dyin' for somethin' real
That I've been dyin' for somethin' real

[Outro]
It hurts to love you, but I still love you
It's just the way I feel
And I'd be lyin' if I kept hidin'
The fact that I can't deal
The fact that I can't deal60EmbedShare URLCopyEmbedCopy"
3,Cherry,3091673,Lana Del Rey,Lust For Life,331260,"{'year': 2017, 'month': 7, 'day': 21}",Lana Del Rey,"[Verse 1]
Love (Yeah), I said real love is like feelin' no fear
When you're standin' in the face of danger (Hey)
'Cause you just want it so much
A touch (Yeah) from your real love
Is like heaven takin' the place of somethin' evil (Hey)
And lettin' it burn off from the rush, yeah, yeah (Fuck)

[Chorus]
Darlin', darlin', darlin'
I fall to pieces when I'm with you
I fall to pieces
My cherries (Hey) and wine, rosemary and thyme
And all of my peaches are ruined

[Verse 2]
Love (Yeah), is it real love?
It's like smilin' when the firin' squad's against ya (Hey)
And you just stay lined up, yeah (Fuck)

[Chorus]
Darlin', darlin', darlin'
I fall to pieces when I'm with you
I fall to pieces (Bitch)
My cherries (Hey) and wine, rosemary and thyme
And all of my peaches (Can I get a fuckin' hallelujah?)
Are ruined (Bitch) (Lookin' at me like a magazine)
[Bridge]
My rose garden dreams (Can I get a fuckin' hallelujah?)
Set on fire by fiends (Sippin' on ya like a Coca-Cola)
And all my black beaches (Can I get a fuckin' hallelujah?)
Are ruined (Lookin' at me like a magazine)
My celluloid scenes (Can I get a fuckin' hallelujah?)
Are torn at the seams (Sippin' on ya like a Coca-Cola, yeah)
And I fall to pieces (Bitch)
(Yeah) I fall to pieces when I'm with you

[Outro]
(Why?) 'Cause I love you so much (Hey)
I fall to pieces
My cherries and wine, rosemary and thyme (Yeah)
And all of my peaches are ruined (Bitch)
Are ruined (Bitch), are ruined (Fuck)107EmbedShare URLCopyEmbedCopy"
4,White Mustang,3116917,Lana Del Rey,Lust For Life,331260,"{'year': 2017, 'month': 7, 'day': 21}",Lana Del Rey,"[Verse 1]
Packin' all my things for the summer
Lyin' on my bed, it's a bummer
'Cause I didn't call when I got your number
But I liked you a lot
Slippin' on my dress in soft filters
Everybody said you're a killer
But I couldn't stop the way I was feelin'
The day your record dropped

[Chorus]
The day I saw your white Mustang
Your white Mustang
The day I saw your white Mustang
Your white Mustang

[Verse 2]
Caught up in my dreams and forgettin'
I've been actin' like armageddon 'cause you
Held me in your arms just a little too tight
That's what I thought
Summer's meant for lovin' and leavin'
I was such a fool for believin' that you
Could change all the ways you've been livin'
But you just couldn't stop
[Chorus]
The day I saw your white Mustang
Your white Mustang
The day I saw your white Mustang
Your white Mustang

[Bridge]
You're revvin' and revvin' and revvin' it up
And the sound, it was frightenin'
And you were gettin' a part of that
You're gonna hit me like lightnin'

[Chorus]
White Mustang
Your white Mustang
The day I saw your white Mustang
Said, you're a wild mustang

[Outro]
You're gonna hit me like lightnin'
You're gonna hit me like lightnin'56EmbedShare URLCopyEmbedCopy"
